# Best_alpha = -0.998000 Best_beta = -0.998000 Best_Energy = -0.998000 index of best_ vals = 2
mean(E_l), std(E_l), Var(E_l), alpha, beta
0.427024, 0.000000, 0.000000, 0.186000, 0.000000, 
0.410514, 0.000000, 0.000000, 0.187000, 0.000000, 
0.416805, 0.000000, 0.000000, 0.188000, 0.000000, 
0.412376, 0.000000, 0.000000, 0.189000, 0.000000, 
0.430225, 0.000000, 0.000000, 0.190000, 0.000000, 
0.431922, 0.000000, 0.000000, 0.191000, 0.000000, 
0.441021, 0.000000, 0.000000, 0.192000, 0.000000, 
0.438333, 0.000000, 0.000000, 0.193000, 0.000000, 
0.428739, 0.000000, 0.000000, 0.194000, 0.000000, 
0.439800, 0.000000, 0.000000, 0.195000, 0.000000, 
0.444594, 0.000000, 0.000000, 0.196000, 0.000000, 
0.428232, 0.000000, 0.000000, 0.197000, 0.000000, 
0.449482, 0.000000, 0.000000, 0.198000, 0.000000, 
0.434688, 0.000000, 0.000000, 0.199000, 0.000000, 
0.441088, 0.000000, 0.000000, 0.200000, 0.000000, 
0.430990, 0.000000, 0.000000, 0.201000, 0.000000, 
0.450404, 0.000000, 0.000000, 0.202000, 0.000000, 
0.465225, 0.000000, 0.000000, 0.203000, 0.000000, 
0.437144, 0.000000, 0.000000, 0.204000, 0.000000, 
0.471314, 0.000000, 0.000000, 0.205000, 0.000000, 
0.463556, 0.000000, 0.000000, 0.206000, 0.000000, 
0.470972, 0.000000, 0.000000, 0.207000, 0.000000, 
0.437976, 0.000000, 0.000000, 0.208000, 0.000000, 
0.458412, 0.000000, 0.000000, 0.209000, 0.000000, 
0.477691, 0.000000, 0.000000, 0.210000, 0.000000, 
0.471336, 0.000000, 0.000000, 0.211000, 0.000000, 
0.473601, 0.000000, 0.000000, 0.212000, 0.000000, 
0.476682, 0.000000, 0.000000, 0.213000, 0.000000, 
0.472635, 0.000000, 0.000000, 0.214000, 0.000000, 
0.470291, 0.000000, 0.000000, 0.215000, 0.000000, 
0.498597, 0.000000, 0.000000, 0.216000, 0.000000, 
0.494691, 0.000000, 0.000000, 0.217000, 0.000000, 
0.498933, 0.000000, 0.000000, 0.218000, 0.000000, 
0.488831, 0.000000, 0.000000, 0.219000, 0.000000, 
0.486347, 0.000000, 0.000000, 0.220000, 0.000000, 
0.492804, 0.000000, 0.000000, 0.221000, 0.000000, 
0.482325, 0.000000, 0.000000, 0.222000, 0.000000, 
0.498610, 0.000000, 0.000000, 0.223000, 0.000000, 
0.485870, 0.000000, 0.000000, 0.224000, 0.000000, 
0.499079, 0.000000, 0.000000, 0.225000, 0.000000, 
0.503309, 0.000000, 0.000000, 0.226000, 0.000000, 
0.476394, 0.000000, 0.000000, 0.227000, 0.000000, 
0.500175, 0.000000, 0.000000, 0.228000, 0.000000, 
0.491764, 0.000000, 0.000000, 0.229000, 0.000000, 
0.516375, 0.000000, 0.000000, 0.230000, 0.000000, 
0.530531, 0.000000, 0.000000, 0.231000, 0.000000, 
0.529983, 0.000000, 0.000000, 0.232000, 0.000000, 
0.510775, 0.000000, 0.000000, 0.233000, 0.000000, 
0.503295, 0.000000, 0.000000, 0.234000, 0.000000, 
0.518644, 0.000000, 0.000000, 0.235000, 0.000000, 
0.513720, 0.000000, 0.000000, 0.236000, 0.000000, 
0.517654, 0.000000, 0.000000, 0.237000, 0.000000, 
0.515337, 0.000000, 0.000000, 0.238000, 0.000000, 
0.526514, 0.000000, 0.000000, 0.239000, 0.000000, 
0.526809, 0.000000, 0.000000, 0.240000, 0.000000, 
0.532377, 0.000000, 0.000000, 0.241000, 0.000000, 
0.532902, 0.000000, 0.000000, 0.242000, 0.000000, 
0.535841, 0.000000, 0.000000, 0.243000, 0.000000, 
0.537990, 0.000000, 0.000000, 0.244000, 0.000000, 
0.540545, 0.000000, 0.000000, 0.245000, 0.000000, 
0.544731, 0.000000, 0.000000, 0.246000, 0.000000, 
0.560166, 0.000000, 0.000000, 0.247000, 0.000000, 
0.566797, 0.000000, 0.000000, 0.248000, 0.000000, 
0.556219, 0.000000, 0.000000, 0.249000, 0.000000, 
0.531553, 0.000000, 0.000000, 0.250000, 0.000000, 
0.554802, 0.000000, 0.000000, 0.251000, 0.000000, 
0.537609, 0.000000, 0.000000, 0.252000, 0.000000, 
0.537340, 0.000000, 0.000000, 0.253000, 0.000000, 
0.569244, 0.000000, 0.000000, 0.254000, 0.000000, 
0.539766, 0.000000, 0.000000, 0.255000, 0.000000, 
0.539079, 0.000000, 0.000000, 0.256000, 0.000000, 
0.562851, 0.000000, 0.000000, 0.257000, 0.000000, 
0.547072, 0.000000, 0.000000, 0.258000, 0.000000, 
0.544441, 0.000000, 0.000000, 0.259000, 0.000000, 
0.567700, 0.000000, 0.000000, 0.260000, 0.000000, 
0.572170, 0.000000, 0.000000, 0.261000, 0.000000, 
0.559199, 0.000000, 0.000000, 0.262000, 0.000000, 
0.572275, 0.000000, 0.000000, 0.263000, 0.000000, 
0.562929, 0.000000, 0.000000, 0.264000, 0.000000, 
0.581275, 0.000000, 0.000000, 0.265000, 0.000000, 
0.580632, 0.000000, 0.000000, 0.266000, 0.000000, 
0.577341, 0.000000, 0.000000, 0.267000, 0.000000, 
0.573185, 0.000000, 0.000000, 0.268000, 0.000000, 
0.584870, 0.000000, 0.000000, 0.269000, 0.000000, 
0.586753, 0.000000, 0.000000, 0.270000, 0.000000, 
0.586457, 0.000000, 0.000000, 0.271000, 0.000000, 
0.584990, 0.000000, 0.000000, 0.272000, 0.000000, 
0.593819, 0.000000, 0.000000, 0.273000, 0.000000, 
0.582370, 0.000000, 0.000000, 0.274000, 0.000000, 
0.589007, 0.000000, 0.000000, 0.275000, 0.000000, 
0.609064, 0.000000, 0.000000, 0.276000, 0.000000, 
0.599759, 0.000000, 0.000000, 0.277000, 0.000000, 
0.586799, 0.000000, 0.000000, 0.278000, 0.000000, 
0.586919, 0.000000, 0.000000, 0.279000, 0.000000, 
0.602008, 0.000000, 0.000000, 0.280000, 0.000000, 
0.585536, 0.000000, 0.000000, 0.281000, 0.000000, 
0.586254, 0.000000, 0.000000, 0.282000, 0.000000, 
0.604794, 0.000000, 0.000000, 0.283000, 0.000000, 
0.610546, 0.000000, 0.000000, 0.284000, 0.000000, 
0.608365, 0.000000, 0.000000, 0.285000, 0.000000, 
0.603439, 0.000000, 0.000000, 0.286000, 0.000000, 
0.601677, 0.000000, 0.000000, 0.287000, 0.000000, 
0.638531, 0.000000, 0.000000, 0.288000, 0.000000, 
0.607881, 0.000000, 0.000000, 0.289000, 0.000000, 
0.605684, 0.000000, 0.000000, 0.290000, 0.000000, 
0.611455, 0.000000, 0.000000, 0.291000, 0.000000, 
0.607786, 0.000000, 0.000000, 0.292000, 0.000000, 
0.619040, 0.000000, 0.000000, 0.293000, 0.000000, 
0.635766, 0.000000, 0.000000, 0.294000, 0.000000, 
0.629524, 0.000000, 0.000000, 0.295000, 0.000000, 
0.615442, 0.000000, 0.000000, 0.296000, 0.000000, 
0.630308, 0.000000, 0.000000, 0.297000, 0.000000, 
0.632114, 0.000000, 0.000000, 0.298000, 0.000000, 
0.630508, 0.000000, 0.000000, 0.299000, 0.000000, 
0.638310, 0.000000, 0.000000, 0.300000, 0.000000, 
0.633474, 0.000000, 0.000000, 0.301000, 0.000000, 
0.639163, 0.000000, 0.000000, 0.302000, 0.000000, 
0.642808, 0.000000, 0.000000, 0.303000, 0.000000, 
0.644277, 0.000000, 0.000000, 0.304000, 0.000000, 
0.639667, 0.000000, 0.000000, 0.305000, 0.000000, 
0.656927, 0.000000, 0.000000, 0.306000, 0.000000, 
0.658526, 0.000000, 0.000000, 0.307000, 0.000000, 
0.653401, 0.000000, 0.000000, 0.308000, 0.000000, 
0.659817, 0.000000, 0.000000, 0.309000, 0.000000, 
0.660724, 0.000000, 0.000000, 0.310000, 0.000000, 
0.662011, 0.000000, 0.000000, 0.311000, 0.000000, 
0.675870, 0.000000, 0.000000, 0.312000, 0.000000, 
0.665706, 0.000000, 0.000000, 0.313000, 0.000000, 
0.658210, 0.000000, 0.000000, 0.314000, 0.000000, 
0.684291, 0.000000, 0.000000, 0.315000, 0.000000, 
0.658911, 0.000000, 0.000000, 0.316000, 0.000000, 
0.661237, 0.000000, 0.000000, 0.317000, 0.000000, 
0.667715, 0.000000, 0.000000, 0.318000, 0.000000, 
0.661294, 0.000000, 0.000000, 0.319000, 0.000000, 
0.678953, 0.000000, 0.000000, 0.320000, 0.000000, 
0.684637, 0.000000, 0.000000, 0.321000, 0.000000, 
0.670556, 0.000000, 0.000000, 0.322000, 0.000000, 
0.684089, 0.000000, 0.000000, 0.323000, 0.000000, 
0.668735, 0.000000, 0.000000, 0.324000, 0.000000, 
0.697313, 0.000000, 0.000000, 0.325000, 0.000000, 
0.691444, 0.000000, 0.000000, 0.326000, 0.000000, 
0.683503, 0.000000, 0.000000, 0.327000, 0.000000, 
0.700269, 0.000000, 0.000000, 0.328000, 0.000000, 
0.691725, 0.000000, 0.000000, 0.329000, 0.000000, 
0.695335, 0.000000, 0.000000, 0.330000, 0.000000, 
0.699263, 0.000000, 0.000000, 0.331000, 0.000000, 
0.686989, 0.000000, 0.000000, 0.332000, 0.000000, 
0.700562, 0.000000, 0.000000, 0.333000, 0.000000, 
0.697838, 0.000000, 0.000000, 0.334000, 0.000000, 
0.687091, 0.000000, 0.000000, 0.335000, 0.000000, 
0.708987, 0.000000, 0.000000, 0.336000, 0.000000, 
0.715776, 0.000000, 0.000000, 0.337000, 0.000000, 
0.697365, 0.000000, 0.000000, 0.338000, 0.000000, 
0.716639, 0.000000, 0.000000, 0.339000, 0.000000, 
0.709893, 0.000000, 0.000000, 0.340000, 0.000000, 
0.716697, 0.000000, 0.000000, 0.341000, 0.000000, 
0.707415, 0.000000, 0.000000, 0.342000, 0.000000, 
0.709447, 0.000000, 0.000000, 0.343000, 0.000000, 
0.711253, 0.000000, 0.000000, 0.344000, 0.000000, 
0.718552, 0.000000, 0.000000, 0.345000, 0.000000, 
0.734187, 0.000000, 0.000000, 0.346000, 0.000000, 
0.736210, 0.000000, 0.000000, 0.347000, 0.000000, 
0.734033, 0.000000, 0.000000, 0.348000, 0.000000, 
0.722067, 0.000000, 0.000000, 0.349000, 0.000000, 
0.722221, 0.000000, 0.000000, 0.350000, 0.000000, 
0.727703, 0.000000, 0.000000, 0.351000, 0.000000, 
0.734475, 0.000000, 0.000000, 0.352000, 0.000000, 
0.744311, 0.000000, 0.000000, 0.353000, 0.000000, 
0.730327, 0.000000, 0.000000, 0.354000, 0.000000, 
0.750057, 0.000000, 0.000000, 0.355000, 0.000000, 
0.745174, 0.000000, 0.000000, 0.356000, 0.000000, 
0.748810, 0.000000, 0.000000, 0.357000, 0.000000, 
0.731842, 0.000000, 0.000000, 0.358000, 0.000000, 
0.751006, 0.000000, 0.000000, 0.359000, 0.000000, 
0.745789, 0.000000, 0.000000, 0.360000, 0.000000, 
0.748652, 0.000000, 0.000000, 0.361000, 0.000000, 
0.750783, 0.000000, 0.000000, 0.362000, 0.000000, 
0.747513, 0.000000, 0.000000, 0.363000, 0.000000, 
0.751821, 0.000000, 0.000000, 0.364000, 0.000000, 
0.759723, 0.000000, 0.000000, 0.365000, 0.000000, 
0.776900, 0.000000, 0.000000, 0.366000, 0.000000, 
0.768807, 0.000000, 0.000000, 0.367000, 0.000000, 
0.776734, 0.000000, 0.000000, 0.368000, 0.000000, 
0.754827, 0.000000, 0.000000, 0.369000, 0.000000, 
0.767644, 0.000000, 0.000000, 0.370000, 0.000000, 
0.769808, 0.000000, 0.000000, 0.371000, 0.000000, 
0.766579, 0.000000, 0.000000, 0.372000, 0.000000, 
0.769500, 0.000000, 0.000000, 0.373000, 0.000000, 
0.783386, 0.000000, 0.000000, 0.374000, 0.000000, 
0.779051, 0.000000, 0.000000, 0.375000, 0.000000, 
0.778874, 0.000000, 0.000000, 0.376000, 0.000000, 
0.785370, 0.000000, 0.000000, 0.377000, 0.000000, 
0.788610, 0.000000, 0.000000, 0.378000, 0.000000, 
0.783305, 0.000000, 0.000000, 0.379000, 0.000000, 
0.785010, 0.000000, 0.000000, 0.380000, 0.000000, 
0.784428, 0.000000, 0.000000, 0.381000, 0.000000, 
0.782478, 0.000000, 0.000000, 0.382000, 0.000000, 
0.783245, 0.000000, 0.000000, 0.383000, 0.000000, 
0.792621, 0.000000, 0.000000, 0.384000, 0.000000, 
0.790278, 0.000000, 0.000000, 0.385000, 0.000000, 
0.798700, 0.000000, 0.000000, 0.386000, 0.000000, 
0.810552, 0.000000, 0.000000, 0.387000, 0.000000, 
0.794395, 0.000000, 0.000000, 0.388000, 0.000000, 
0.800196, 0.000000, 0.000000, 0.389000, 0.000000, 
0.808417, 0.000000, 0.000000, 0.390000, 0.000000, 
0.810122, 0.000000, 0.000000, 0.391000, 0.000000, 
0.811971, 0.000000, 0.000000, 0.392000, 0.000000, 
0.806946, 0.000000, 0.000000, 0.393000, 0.000000, 
0.814295, 0.000000, 0.000000, 0.394000, 0.000000, 
0.813649, 0.000000, 0.000000, 0.395000, 0.000000, 
0.811607, 0.000000, 0.000000, 0.396000, 0.000000, 
0.814827, 0.000000, 0.000000, 0.397000, 0.000000, 
0.815798, 0.000000, 0.000000, 0.398000, 0.000000, 
0.814744, 0.000000, 0.000000, 0.399000, 0.000000, 
0.816751, 0.000000, 0.000000, 0.400000, 0.000000, 
0.828067, 0.000000, 0.000000, 0.401000, 0.000000, 
0.818999, 0.000000, 0.000000, 0.402000, 0.000000, 
0.825036, 0.000000, 0.000000, 0.403000, 0.000000, 
0.831727, 0.000000, 0.000000, 0.404000, 0.000000, 
0.825237, 0.000000, 0.000000, 0.405000, 0.000000, 
0.829633, 0.000000, 0.000000, 0.406000, 0.000000, 
0.842505, 0.000000, 0.000000, 0.407000, 0.000000, 
0.841129, 0.000000, 0.000000, 0.408000, 0.000000, 
0.837151, 0.000000, 0.000000, 0.409000, 0.000000, 
0.837679, 0.000000, 0.000000, 0.410000, 0.000000, 
0.838329, 0.000000, 0.000000, 0.411000, 0.000000, 
0.841258, 0.000000, 0.000000, 0.412000, 0.000000, 
0.842561, 0.000000, 0.000000, 0.413000, 0.000000, 
0.851515, 0.000000, 0.000000, 0.414000, 0.000000, 
0.847598, 0.000000, 0.000000, 0.415000, 0.000000, 
0.849148, 0.000000, 0.000000, 0.416000, 0.000000, 
0.854184, 0.000000, 0.000000, 0.417000, 0.000000, 
0.853880, 0.000000, 0.000000, 0.418000, 0.000000, 
0.848605, 0.000000, 0.000000, 0.419000, 0.000000, 
0.851186, 0.000000, 0.000000, 0.420000, 0.000000, 
0.861965, 0.000000, 0.000000, 0.421000, 0.000000, 
0.858940, 0.000000, 0.000000, 0.422000, 0.000000, 
0.864772, 0.000000, 0.000000, 0.423000, 0.000000, 
0.866677, 0.000000, 0.000000, 0.424000, 0.000000, 
0.863597, 0.000000, 0.000000, 0.425000, 0.000000, 
0.866518, 0.000000, 0.000000, 0.426000, 0.000000, 
0.861390, 0.000000, 0.000000, 0.427000, 0.000000, 
0.865632, 0.000000, 0.000000, 0.428000, 0.000000, 
0.878948, 0.000000, 0.000000, 0.429000, 0.000000, 
0.878301, 0.000000, 0.000000, 0.430000, 0.000000, 
0.876588, 0.000000, 0.000000, 0.431000, 0.000000, 
0.879300, 0.000000, 0.000000, 0.432000, 0.000000, 
0.880054, 0.000000, 0.000000, 0.433000, 0.000000, 
0.881307, 0.000000, 0.000000, 0.434000, 0.000000, 
0.886171, 0.000000, 0.000000, 0.435000, 0.000000, 
0.888338, 0.000000, 0.000000, 0.436000, 0.000000, 
0.888026, 0.000000, 0.000000, 0.437000, 0.000000, 
0.902031, 0.000000, 0.000000, 0.438000, 0.000000, 
0.888240, 0.000000, 0.000000, 0.439000, 0.000000, 
0.891224, 0.000000, 0.000000, 0.440000, 0.000000, 
0.896173, 0.000000, 0.000000, 0.441000, 0.000000, 
0.894523, 0.000000, 0.000000, 0.442000, 0.000000, 
0.899268, 0.000000, 0.000000, 0.443000, 0.000000, 
0.897639, 0.000000, 0.000000, 0.444000, 0.000000, 
0.902706, 0.000000, 0.000000, 0.445000, 0.000000, 
0.902018, 0.000000, 0.000000, 0.446000, 0.000000, 
0.905892, 0.000000, 0.000000, 0.447000, 0.000000, 
0.904133, 0.000000, 0.000000, 0.448000, 0.000000, 
0.906953, 0.000000, 0.000000, 0.449000, 0.000000, 
0.909995, 0.000000, 0.000000, 0.450000, 0.000000, 
0.908357, 0.000000, 0.000000, 0.451000, 0.000000, 
0.914731, 0.000000, 0.000000, 0.452000, 0.000000, 
0.919468, 0.000000, 0.000000, 0.453000, 0.000000, 
0.916508, 0.000000, 0.000000, 0.454000, 0.000000, 
0.920008, 0.000000, 0.000000, 0.455000, 0.000000, 
0.924049, 0.000000, 0.000000, 0.456000, 0.000000, 
0.923171, 0.000000, 0.000000, 0.457000, 0.000000, 
0.927847, 0.000000, 0.000000, 0.458000, 0.000000, 
0.927374, 0.000000, 0.000000, 0.459000, 0.000000, 
0.930112, 0.000000, 0.000000, 0.460000, 0.000000, 
0.927175, 0.000000, 0.000000, 0.461000, 0.000000, 
0.929416, 0.000000, 0.000000, 0.462000, 0.000000, 
0.931931, 0.000000, 0.000000, 0.463000, 0.000000, 
0.938956, 0.000000, 0.000000, 0.464000, 0.000000, 
0.938723, 0.000000, 0.000000, 0.465000, 0.000000, 
0.944131, 0.000000, 0.000000, 0.466000, 0.000000, 
0.939550, 0.000000, 0.000000, 0.467000, 0.000000, 
0.943525, 0.000000, 0.000000, 0.468000, 0.000000, 
0.943317, 0.000000, 0.000000, 0.469000, 0.000000, 
0.950052, 0.000000, 0.000000, 0.470000, 0.000000, 
0.946892, 0.000000, 0.000000, 0.471000, 0.000000, 
0.949682, 0.000000, 0.000000, 0.472000, 0.000000, 
0.952260, 0.000000, 0.000000, 0.473000, 0.000000, 
0.955104, 0.000000, 0.000000, 0.474000, 0.000000, 
0.955902, 0.000000, 0.000000, 0.475000, 0.000000, 
0.959032, 0.000000, 0.000000, 0.476000, 0.000000, 
0.961630, 0.000000, 0.000000, 0.477000, 0.000000, 
0.961218, 0.000000, 0.000000, 0.478000, 0.000000, 
0.962862, 0.000000, 0.000000, 0.479000, 0.000000, 
0.964441, 0.000000, 0.000000, 0.480000, 0.000000, 
0.966946, 0.000000, 0.000000, 0.481000, 0.000000, 
0.968443, 0.000000, 0.000000, 0.482000, 0.000000, 
0.969441, 0.000000, 0.000000, 0.483000, 0.000000, 
0.973263, 0.000000, 0.000000, 0.484000, 0.000000, 
0.972844, 0.000000, 0.000000, 0.485000, 0.000000, 
0.975616, 0.000000, 0.000000, 0.486000, 0.000000, 
0.978050, 0.000000, 0.000000, 0.487000, 0.000000, 
0.978213, 0.000000, 0.000000, 0.488000, 0.000000, 
0.980405, 0.000000, 0.000000, 0.489000, 0.000000, 
0.982946, 0.000000, 0.000000, 0.490000, 0.000000, 
0.983797, 0.000000, 0.000000, 0.491000, 0.000000, 
0.986214, 0.000000, 0.000000, 0.492000, 0.000000, 
0.987501, 0.000000, 0.000000, 0.493000, 0.000000, 
0.989211, 0.000000, 0.000000, 0.494000, 0.000000, 
0.991179, 0.000000, 0.000000, 0.495000, 0.000000, 
0.992924, 0.000000, 0.000000, 0.496000, 0.000000, 
0.994511, 0.000000, 0.000000, 0.497000, 0.000000, 
0.996425, 0.000000, 0.000000, 0.498000, 0.000000, 
0.998220, 0.000000, 0.000000, 0.499000, 0.000000, 
1.000000, 0.000000, 0.000000, 0.500000, 0.000000, 
1.001858, 0.000000, 0.000000, 0.501000, 0.000000, 
1.003515, 0.000000, 0.000000, 0.502000, 0.000000, 
1.005384, 0.000000, 0.000000, 0.503000, 0.000000, 
1.007298, 0.000000, 0.000000, 0.504000, 0.000000, 
1.008691, 0.000000, 0.000000, 0.505000, 0.000000, 
1.010162, 0.000000, 0.000000, 0.506000, 0.000000, 
1.012801, 0.000000, 0.000000, 0.507000, 0.000000, 
1.014329, 0.000000, 0.000000, 0.508000, 0.000000, 
1.015505, 0.000000, 0.000000, 0.509000, 0.000000, 
1.017271, 0.000000, 0.000000, 0.510000, 0.000000, 
1.020076, 0.000000, 0.000000, 0.511000, 0.000000, 
1.020963, 0.000000, 0.000000, 0.512000, 0.000000, 
1.023615, 0.000000, 0.000000, 0.513000, 0.000000, 
1.023775, 0.000000, 0.000000, 0.514000, 0.000000, 
1.026721, 0.000000, 0.000000, 0.515000, 0.000000, 
1.028677, 0.000000, 0.000000, 0.516000, 0.000000, 
1.030354, 0.000000, 0.000000, 0.517000, 0.000000, 
1.031220, 0.000000, 0.000000, 0.518000, 0.000000, 
1.032677, 0.000000, 0.000000, 0.519000, 0.000000, 
1.035426, 0.000000, 0.000000, 0.520000, 0.000000, 
1.036313, 0.000000, 0.000000, 0.521000, 0.000000, 
1.041084, 0.000000, 0.000000, 0.522000, 0.000000, 
1.039287, 0.000000, 0.000000, 0.523000, 0.000000, 
1.041679, 0.000000, 0.000000, 0.524000, 0.000000, 
1.046167, 0.000000, 0.000000, 0.525000, 0.000000, 
1.046972, 0.000000, 0.000000, 0.526000, 0.000000, 
1.046664, 0.000000, 0.000000, 0.527000, 0.000000, 
1.048363, 0.000000, 0.000000, 0.528000, 0.000000, 
1.052108, 0.000000, 0.000000, 0.529000, 0.000000, 
1.051845, 0.000000, 0.000000, 0.530000, 0.000000, 
1.053983, 0.000000, 0.000000, 0.531000, 0.000000, 
1.058452, 0.000000, 0.000000, 0.532000, 0.000000, 
1.058864, 0.000000, 0.000000, 0.533000, 0.000000, 
1.059872, 0.000000, 0.000000, 0.534000, 0.000000, 
1.061937, 0.000000, 0.000000, 0.535000, 0.000000, 
1.066720, 0.000000, 0.000000, 0.536000, 0.000000, 
1.063598, 0.000000, 0.000000, 0.537000, 0.000000, 
1.066095, 0.000000, 0.000000, 0.538000, 0.000000, 
1.064394, 0.000000, 0.000000, 0.539000, 0.000000, 
1.066086, 0.000000, 0.000000, 0.540000, 0.000000, 
1.072727, 0.000000, 0.000000, 0.541000, 0.000000, 
1.071392, 0.000000, 0.000000, 0.542000, 0.000000, 
1.074059, 0.000000, 0.000000, 0.543000, 0.000000, 
1.075685, 0.000000, 0.000000, 0.544000, 0.000000, 
1.074780, 0.000000, 0.000000, 0.545000, 0.000000, 
1.081848, 0.000000, 0.000000, 0.546000, 0.000000, 
1.082848, 0.000000, 0.000000, 0.547000, 0.000000, 
1.086010, 0.000000, 0.000000, 0.548000, 0.000000, 
1.088730, 0.000000, 0.000000, 0.549000, 0.000000, 
1.086700, 0.000000, 0.000000, 0.550000, 0.000000, 
1.089013, 0.000000, 0.000000, 0.551000, 0.000000, 
1.085222, 0.000000, 0.000000, 0.552000, 0.000000, 
1.096897, 0.000000, 0.000000, 0.553000, 0.000000, 
1.099697, 0.000000, 0.000000, 0.554000, 0.000000, 
1.092813, 0.000000, 0.000000, 0.555000, 0.000000, 
1.098148, 0.000000, 0.000000, 0.556000, 0.000000, 
1.095671, 0.000000, 0.000000, 0.557000, 0.000000, 
1.101354, 0.000000, 0.000000, 0.558000, 0.000000, 
1.105480, 0.000000, 0.000000, 0.559000, 0.000000, 
1.103555, 0.000000, 0.000000, 0.560000, 0.000000, 
1.111080, 0.000000, 0.000000, 0.561000, 0.000000, 
1.112360, 0.000000, 0.000000, 0.562000, 0.000000, 
1.106483, 0.000000, 0.000000, 0.563000, 0.000000, 
1.110848, 0.000000, 0.000000, 0.564000, 0.000000, 
1.110090, 0.000000, 0.000000, 0.565000, 0.000000, 
1.117063, 0.000000, 0.000000, 0.566000, 0.000000, 
1.120143, 0.000000, 0.000000, 0.567000, 0.000000, 
1.116962, 0.000000, 0.000000, 0.568000, 0.000000, 
1.120657, 0.000000, 0.000000, 0.569000, 0.000000, 
1.123280, 0.000000, 0.000000, 0.570000, 0.000000, 
1.127536, 0.000000, 0.000000, 0.571000, 0.000000, 
1.121417, 0.000000, 0.000000, 0.572000, 0.000000, 
1.126611, 0.000000, 0.000000, 0.573000, 0.000000, 
1.135202, 0.000000, 0.000000, 0.574000, 0.000000, 
1.132439, 0.000000, 0.000000, 0.575000, 0.000000, 
1.135016, 0.000000, 0.000000, 0.576000, 0.000000, 
1.138345, 0.000000, 0.000000, 0.577000, 0.000000, 
1.134780, 0.000000, 0.000000, 0.578000, 0.000000, 
1.134165, 0.000000, 0.000000, 0.579000, 0.000000, 
1.129437, 0.000000, 0.000000, 0.580000, 0.000000, 
1.144419, 0.000000, 0.000000, 0.581000, 0.000000, 
1.151729, 0.000000, 0.000000, 0.582000, 0.000000, 
1.152658, 0.000000, 0.000000, 0.583000, 0.000000, 
1.146465, 0.000000, 0.000000, 0.584000, 0.000000, 
1.153724, 0.000000, 0.000000, 0.585000, 0.000000, 
1.148289, 0.000000, 0.000000, 0.586000, 0.000000, 
1.151355, 0.000000, 0.000000, 0.587000, 0.000000, 
1.147601, 0.000000, 0.000000, 0.588000, 0.000000, 
1.160486, 0.000000, 0.000000, 0.589000, 0.000000, 
1.158707, 0.000000, 0.000000, 0.590000, 0.000000, 
1.157622, 0.000000, 0.000000, 0.591000, 0.000000, 
1.163142, 0.000000, 0.000000, 0.592000, 0.000000, 
1.155682, 0.000000, 0.000000, 0.593000, 0.000000, 
1.166611, 0.000000, 0.000000, 0.594000, 0.000000, 
1.165385, 0.000000, 0.000000, 0.595000, 0.000000, 
1.167963, 0.000000, 0.000000, 0.596000, 0.000000, 
1.165893, 0.000000, 0.000000, 0.597000, 0.000000, 
1.171029, 0.000000, 0.000000, 0.598000, 0.000000, 
1.175083, 0.000000, 0.000000, 0.599000, 0.000000, 
1.181414, 0.000000, 0.000000, 0.600000, 0.000000, 
1.155492, 0.000000, 0.000000, 0.601000, 0.000000, 
1.183638, 0.000000, 0.000000, 0.602000, 0.000000, 
1.181054, 0.000000, 0.000000, 0.603000, 0.000000, 
1.166362, 0.000000, 0.000000, 0.604000, 0.000000, 
1.194529, 0.000000, 0.000000, 0.605000, 0.000000, 
1.189281, 0.000000, 0.000000, 0.606000, 0.000000, 
1.193815, 0.000000, 0.000000, 0.607000, 0.000000, 
1.180959, 0.000000, 0.000000, 0.608000, 0.000000, 
1.188218, 0.000000, 0.000000, 0.609000, 0.000000, 
1.198153, 0.000000, 0.000000, 0.610000, 0.000000, 
1.194367, 0.000000, 0.000000, 0.611000, 0.000000, 
1.187767, 0.000000, 0.000000, 0.612000, 0.000000, 
1.194286, 0.000000, 0.000000, 0.613000, 0.000000, 
1.203680, 0.000000, 0.000000, 0.614000, 0.000000, 
1.203098, 0.000000, 0.000000, 0.615000, 0.000000, 
1.204230, 0.000000, 0.000000, 0.616000, 0.000000, 
1.197916, 0.000000, 0.000000, 0.617000, 0.000000, 
1.191728, 0.000000, 0.000000, 0.618000, 0.000000, 
1.204238, 0.000000, 0.000000, 0.619000, 0.000000, 
1.202401, 0.000000, 0.000000, 0.620000, 0.000000, 
1.208686, 0.000000, 0.000000, 0.621000, 0.000000, 
1.209434, 0.000000, 0.000000, 0.622000, 0.000000, 
1.208258, 0.000000, 0.000000, 0.623000, 0.000000, 
1.226800, 0.000000, 0.000000, 0.624000, 0.000000, 
1.212192, 0.000000, 0.000000, 0.625000, 0.000000, 
1.203591, 0.000000, 0.000000, 0.626000, 0.000000, 
1.217536, 0.000000, 0.000000, 0.627000, 0.000000, 
1.211572, 0.000000, 0.000000, 0.628000, 0.000000, 
1.220661, 0.000000, 0.000000, 0.629000, 0.000000, 
1.230501, 0.000000, 0.000000, 0.630000, 0.000000, 
1.226600, 0.000000, 0.000000, 0.631000, 0.000000, 
1.225238, 0.000000, 0.000000, 0.632000, 0.000000, 
1.230138, 0.000000, 0.000000, 0.633000, 0.000000, 
1.225913, 0.000000, 0.000000, 0.634000, 0.000000, 
