# Best_alpha = -0.998000 Best_beta = -0.998000 Best_Energy = -0.998000 index of best_ vals = 2
mean(E_l), std(E_l), Var(E_l), alpha, beta
2.145353, 0.000000, 0.000000, 1.307000, 0.000000, 
2.337515, 0.000000, 0.000000, 1.308000, 0.000000, 
2.320604, 0.000000, 0.000000, 1.309000, 0.000000, 
2.251286, 0.000000, 0.000000, 1.310000, 0.000000, 
2.137132, 0.000000, 0.000000, 1.311000, 0.000000, 
2.262062, 0.000000, 0.000000, 1.312000, 0.000000, 
2.253038, 0.000000, 0.000000, 1.313000, 0.000000, 
2.089137, 0.000000, 0.000000, 1.314000, 0.000000, 
2.255950, 0.000000, 0.000000, 1.315000, 0.000000, 
2.352839, 0.000000, 0.000000, 1.316000, 0.000000, 
2.292377, 0.000000, 0.000000, 1.317000, 0.000000, 
2.252696, 0.000000, 0.000000, 1.318000, 0.000000, 
2.367774, 0.000000, 0.000000, 1.319000, 0.000000, 
2.304360, 0.000000, 0.000000, 1.320000, 0.000000, 
2.138851, 0.000000, 0.000000, 1.321000, 0.000000, 
2.404822, 0.000000, 0.000000, 1.322000, 0.000000, 
2.234416, 0.000000, 0.000000, 1.323000, 0.000000, 
2.265566, 0.000000, 0.000000, 1.324000, 0.000000, 
2.399225, 0.000000, 0.000000, 1.325000, 0.000000, 
2.282672, 0.000000, 0.000000, 1.326000, 0.000000, 
2.379238, 0.000000, 0.000000, 1.327000, 0.000000, 
2.348787, 0.000000, 0.000000, 1.328000, 0.000000, 
2.272843, 0.000000, 0.000000, 1.329000, 0.000000, 
2.329041, 0.000000, 0.000000, 1.330000, 0.000000, 
2.333796, 0.000000, 0.000000, 1.331000, 0.000000, 
2.284587, 0.000000, 0.000000, 1.332000, 0.000000, 
2.296062, 0.000000, 0.000000, 1.333000, 0.000000, 
2.358539, 0.000000, 0.000000, 1.334000, 0.000000, 
2.170570, 0.000000, 0.000000, 1.335000, 0.000000, 
2.352949, 0.000000, 0.000000, 1.336000, 0.000000, 
2.357296, 0.000000, 0.000000, 1.337000, 0.000000, 
2.329009, 0.000000, 0.000000, 1.338000, 0.000000, 
2.390676, 0.000000, 0.000000, 1.339000, 0.000000, 
2.172658, 0.000000, 0.000000, 1.340000, 0.000000, 
2.414796, 0.000000, 0.000000, 1.341000, 0.000000, 
2.357476, 0.000000, 0.000000, 1.342000, 0.000000, 
2.182204, 0.000000, 0.000000, 1.343000, 0.000000, 
2.302255, 0.000000, 0.000000, 1.344000, 0.000000, 
2.281879, 0.000000, 0.000000, 1.345000, 0.000000, 
2.441991, 0.000000, 0.000000, 1.346000, 0.000000, 
2.394442, 0.000000, 0.000000, 1.347000, 0.000000, 
2.444997, 0.000000, 0.000000, 1.348000, 0.000000, 
2.450381, 0.000000, 0.000000, 1.349000, 0.000000, 
2.363610, 0.000000, 0.000000, 1.350000, 0.000000, 
2.371835, 0.000000, 0.000000, 1.351000, 0.000000, 
2.372956, 0.000000, 0.000000, 1.352000, 0.000000, 
2.403214, 0.000000, 0.000000, 1.353000, 0.000000, 
2.400576, 0.000000, 0.000000, 1.354000, 0.000000, 
2.368201, 0.000000, 0.000000, 1.355000, 0.000000, 
2.364921, 0.000000, 0.000000, 1.356000, 0.000000, 
2.412178, 0.000000, 0.000000, 1.357000, 0.000000, 
2.351562, 0.000000, 0.000000, 1.358000, 0.000000, 
2.334876, 0.000000, 0.000000, 1.359000, 0.000000, 
2.344567, 0.000000, 0.000000, 1.360000, 0.000000, 
2.299302, 0.000000, 0.000000, 1.361000, 0.000000, 
2.375317, 0.000000, 0.000000, 1.362000, 0.000000, 
2.400306, 0.000000, 0.000000, 1.363000, 0.000000, 
2.423196, 0.000000, 0.000000, 1.364000, 0.000000, 
2.309053, 0.000000, 0.000000, 1.365000, 0.000000, 
2.314169, 0.000000, 0.000000, 1.366000, 0.000000, 
2.362324, 0.000000, 0.000000, 1.367000, 0.000000, 
2.248453, 0.000000, 0.000000, 1.368000, 0.000000, 
2.472328, 0.000000, 0.000000, 1.369000, 0.000000, 
2.432095, 0.000000, 0.000000, 1.370000, 0.000000, 
2.334102, 0.000000, 0.000000, 1.371000, 0.000000, 
2.384760, 0.000000, 0.000000, 1.372000, 0.000000, 
2.373753, 0.000000, 0.000000, 1.373000, 0.000000, 
2.367769, 0.000000, 0.000000, 1.374000, 0.000000, 
2.365479, 0.000000, 0.000000, 1.375000, 0.000000, 
2.467222, 0.000000, 0.000000, 1.376000, 0.000000, 
2.360056, 0.000000, 0.000000, 1.377000, 0.000000, 
2.331844, 0.000000, 0.000000, 1.378000, 0.000000, 
2.343433, 0.000000, 0.000000, 1.379000, 0.000000, 
2.345503, 0.000000, 0.000000, 1.380000, 0.000000, 
2.339342, 0.000000, 0.000000, 1.381000, 0.000000, 
2.338035, 0.000000, 0.000000, 1.382000, 0.000000, 
2.248461, 0.000000, 0.000000, 1.383000, 0.000000, 
2.356292, 0.000000, 0.000000, 1.384000, 0.000000, 
2.427447, 0.000000, 0.000000, 1.385000, 0.000000, 
2.337779, 0.000000, 0.000000, 1.386000, 0.000000, 
2.359228, 0.000000, 0.000000, 1.387000, 0.000000, 
2.508244, 0.000000, 0.000000, 1.388000, 0.000000, 
2.344193, 0.000000, 0.000000, 1.389000, 0.000000, 
2.380477, 0.000000, 0.000000, 1.390000, 0.000000, 
2.531759, 0.000000, 0.000000, 1.391000, 0.000000, 
2.284374, 0.000000, 0.000000, 1.392000, 0.000000, 
2.487968, 0.000000, 0.000000, 1.393000, 0.000000, 
2.482710, 0.000000, 0.000000, 1.394000, 0.000000, 
2.414027, 0.000000, 0.000000, 1.395000, 0.000000, 
2.447237, 0.000000, 0.000000, 1.396000, 0.000000, 
2.459994, 0.000000, 0.000000, 1.397000, 0.000000, 
2.363528, 0.000000, 0.000000, 1.398000, 0.000000, 
2.601094, 0.000000, 0.000000, 1.399000, 0.000000, 
2.385047, 0.000000, 0.000000, 1.400000, 0.000000, 
2.443888, 0.000000, 0.000000, 1.401000, 0.000000, 
2.337625, 0.000000, 0.000000, 1.402000, 0.000000, 
2.301006, 0.000000, 0.000000, 1.403000, 0.000000, 
2.546864, 0.000000, 0.000000, 1.404000, 0.000000, 
2.370954, 0.000000, 0.000000, 1.405000, 0.000000, 
2.236793, 0.000000, 0.000000, 1.406000, 0.000000, 
2.395211, 0.000000, 0.000000, 1.407000, 0.000000, 
2.453320, 0.000000, 0.000000, 1.408000, 0.000000, 
2.301722, 0.000000, 0.000000, 1.409000, 0.000000, 
2.286178, 0.000000, 0.000000, 1.410000, 0.000000, 
2.492845, 0.000000, 0.000000, 1.411000, 0.000000, 
2.474851, 0.000000, 0.000000, 1.412000, 0.000000, 
2.446290, 0.000000, 0.000000, 1.413000, 0.000000, 
2.448965, 0.000000, 0.000000, 1.414000, 0.000000, 
2.336732, 0.000000, 0.000000, 1.415000, 0.000000, 
2.432524, 0.000000, 0.000000, 1.416000, 0.000000, 
2.532729, 0.000000, 0.000000, 1.417000, 0.000000, 
2.319567, 0.000000, 0.000000, 1.418000, 0.000000, 
2.484274, 0.000000, 0.000000, 1.419000, 0.000000, 
2.344875, 0.000000, 0.000000, 1.420000, 0.000000, 
2.295970, 0.000000, 0.000000, 1.421000, 0.000000, 
2.609120, 0.000000, 0.000000, 1.422000, 0.000000, 
2.422853, 0.000000, 0.000000, 1.423000, 0.000000, 
2.426123, 0.000000, 0.000000, 1.424000, 0.000000, 
2.250318, 0.000000, 0.000000, 1.425000, 0.000000, 
2.554752, 0.000000, 0.000000, 1.426000, 0.000000, 
2.451516, 0.000000, 0.000000, 1.427000, 0.000000, 
2.535750, 0.000000, 0.000000, 1.428000, 0.000000, 
2.298131, 0.000000, 0.000000, 1.429000, 0.000000, 
2.396286, 0.000000, 0.000000, 1.430000, 0.000000, 
2.400822, 0.000000, 0.000000, 1.431000, 0.000000, 
2.383991, 0.000000, 0.000000, 1.432000, 0.000000, 
2.415075, 0.000000, 0.000000, 1.433000, 0.000000, 
2.373601, 0.000000, 0.000000, 1.434000, 0.000000, 
2.434341, 0.000000, 0.000000, 1.435000, 0.000000, 
2.544754, 0.000000, 0.000000, 1.436000, 0.000000, 
2.421068, 0.000000, 0.000000, 1.437000, 0.000000, 
2.236066, 0.000000, 0.000000, 1.438000, 0.000000, 
2.519603, 0.000000, 0.000000, 1.439000, 0.000000, 
2.464379, 0.000000, 0.000000, 1.440000, 0.000000, 
2.430623, 0.000000, 0.000000, 1.441000, 0.000000, 
2.440304, 0.000000, 0.000000, 1.442000, 0.000000, 
2.449870, 0.000000, 0.000000, 1.443000, 0.000000, 
2.554499, 0.000000, 0.000000, 1.444000, 0.000000, 
2.576409, 0.000000, 0.000000, 1.445000, 0.000000, 
2.582094, 0.000000, 0.000000, 1.446000, 0.000000, 
2.432556, 0.000000, 0.000000, 1.447000, 0.000000, 
2.393603, 0.000000, 0.000000, 1.448000, 0.000000, 
2.558577, 0.000000, 0.000000, 1.449000, 0.000000, 
2.458275, 0.000000, 0.000000, 1.450000, 0.000000, 
2.300567, 0.000000, 0.000000, 1.451000, 0.000000, 
2.486277, 0.000000, 0.000000, 1.452000, 0.000000, 
2.583400, 0.000000, 0.000000, 1.453000, 0.000000, 
2.548365, 0.000000, 0.000000, 1.454000, 0.000000, 
2.376708, 0.000000, 0.000000, 1.455000, 0.000000, 
2.617659, 0.000000, 0.000000, 1.456000, 0.000000, 
2.523482, 0.000000, 0.000000, 1.457000, 0.000000, 
2.363953, 0.000000, 0.000000, 1.458000, 0.000000, 
2.543933, 0.000000, 0.000000, 1.459000, 0.000000, 
2.450182, 0.000000, 0.000000, 1.460000, 0.000000, 
2.305777, 0.000000, 0.000000, 1.461000, 0.000000, 
2.413730, 0.000000, 0.000000, 1.462000, 0.000000, 
2.439004, 0.000000, 0.000000, 1.463000, 0.000000, 
2.327932, 0.000000, 0.000000, 1.464000, 0.000000, 
2.517778, 0.000000, 0.000000, 1.465000, 0.000000, 
2.420583, 0.000000, 0.000000, 1.466000, 0.000000, 
2.559208, 0.000000, 0.000000, 1.467000, 0.000000, 
2.520574, 0.000000, 0.000000, 1.468000, 0.000000, 
2.407805, 0.000000, 0.000000, 1.469000, 0.000000, 
2.387575, 0.000000, 0.000000, 1.470000, 0.000000, 
2.508056, 0.000000, 0.000000, 1.471000, 0.000000, 
2.472534, 0.000000, 0.000000, 1.472000, 0.000000, 
2.392030, 0.000000, 0.000000, 1.473000, 0.000000, 
2.378416, 0.000000, 0.000000, 1.474000, 0.000000, 
2.414285, 0.000000, 0.000000, 1.475000, 0.000000, 
2.555384, 0.000000, 0.000000, 1.476000, 0.000000, 
2.504659, 0.000000, 0.000000, 1.477000, 0.000000, 
2.486558, 0.000000, 0.000000, 1.478000, 0.000000, 
2.570933, 0.000000, 0.000000, 1.479000, 0.000000, 
2.577390, 0.000000, 0.000000, 1.480000, 0.000000, 
2.505341, 0.000000, 0.000000, 1.481000, 0.000000, 
2.542747, 0.000000, 0.000000, 1.482000, 0.000000, 
2.480518, 0.000000, 0.000000, 1.483000, 0.000000, 
2.362034, 0.000000, 0.000000, 1.484000, 0.000000, 
2.445080, 0.000000, 0.000000, 1.485000, 0.000000, 
2.277044, 0.000000, 0.000000, 1.486000, 0.000000, 
2.490519, 0.000000, 0.000000, 1.487000, 0.000000, 
2.460708, 0.000000, 0.000000, 1.488000, 0.000000, 
2.565450, 0.000000, 0.000000, 1.489000, 0.000000, 
2.262271, 0.000000, 0.000000, 1.490000, 0.000000, 
2.647104, 0.000000, 0.000000, 1.491000, 0.000000, 
2.656408, 0.000000, 0.000000, 1.492000, 0.000000, 
2.606937, 0.000000, 0.000000, 1.493000, 0.000000, 
2.490949, 0.000000, 0.000000, 1.494000, 0.000000, 
2.617412, 0.000000, 0.000000, 1.495000, 0.000000, 
2.506228, 0.000000, 0.000000, 1.496000, 0.000000, 
2.479737, 0.000000, 0.000000, 1.497000, 0.000000, 
2.349939, 0.000000, 0.000000, 1.498000, 0.000000, 
2.456007, 0.000000, 0.000000, 1.499000, 0.000000, 
2.692839, 0.000000, 0.000000, 1.500000, 0.000000, 
2.516271, 0.000000, 0.000000, 1.501000, 0.000000, 
2.560788, 0.000000, 0.000000, 1.502000, 0.000000, 
2.610343, 0.000000, 0.000000, 1.503000, 0.000000, 
2.607330, 0.000000, 0.000000, 1.504000, 0.000000, 
2.671666, 0.000000, 0.000000, 1.505000, 0.000000, 
2.639210, 0.000000, 0.000000, 1.506000, 0.000000, 
2.486237, 0.000000, 0.000000, 1.507000, 0.000000, 
2.536655, 0.000000, 0.000000, 1.508000, 0.000000, 
2.365445, 0.000000, 0.000000, 1.509000, 0.000000, 
2.544544, 0.000000, 0.000000, 1.510000, 0.000000, 
2.599251, 0.000000, 0.000000, 1.511000, 0.000000, 
2.476122, 0.000000, 0.000000, 1.512000, 0.000000, 
2.608033, 0.000000, 0.000000, 1.513000, 0.000000, 
2.647059, 0.000000, 0.000000, 1.514000, 0.000000, 
2.525373, 0.000000, 0.000000, 1.515000, 0.000000, 
2.553796, 0.000000, 0.000000, 1.516000, 0.000000, 
2.492488, 0.000000, 0.000000, 1.517000, 0.000000, 
2.618633, 0.000000, 0.000000, 1.518000, 0.000000, 
2.582939, 0.000000, 0.000000, 1.519000, 0.000000, 
2.542626, 0.000000, 0.000000, 1.520000, 0.000000, 
2.317667, 0.000000, 0.000000, 1.521000, 0.000000, 
2.510838, 0.000000, 0.000000, 1.522000, 0.000000, 
2.393649, 0.000000, 0.000000, 1.523000, 0.000000, 
2.683433, 0.000000, 0.000000, 1.524000, 0.000000, 
2.508721, 0.000000, 0.000000, 1.525000, 0.000000, 
2.735691, 0.000000, 0.000000, 1.526000, 0.000000, 
2.524925, 0.000000, 0.000000, 1.527000, 0.000000, 
2.664799, 0.000000, 0.000000, 1.528000, 0.000000, 
2.410715, 0.000000, 0.000000, 1.529000, 0.000000, 
2.517699, 0.000000, 0.000000, 1.530000, 0.000000, 
2.430132, 0.000000, 0.000000, 1.531000, 0.000000, 
2.685772, 0.000000, 0.000000, 1.532000, 0.000000, 
2.540932, 0.000000, 0.000000, 1.533000, 0.000000, 
2.563100, 0.000000, 0.000000, 1.534000, 0.000000, 
2.559010, 0.000000, 0.000000, 1.535000, 0.000000, 
2.722410, 0.000000, 0.000000, 1.536000, 0.000000, 
2.666226, 0.000000, 0.000000, 1.537000, 0.000000, 
2.569334, 0.000000, 0.000000, 1.538000, 0.000000, 
2.568374, 0.000000, 0.000000, 1.539000, 0.000000, 
2.624946, 0.000000, 0.000000, 1.540000, 0.000000, 
2.743265, 0.000000, 0.000000, 1.541000, 0.000000, 
2.433058, 0.000000, 0.000000, 1.542000, 0.000000, 
2.679494, 0.000000, 0.000000, 1.543000, 0.000000, 
2.634325, 0.000000, 0.000000, 1.544000, 0.000000, 
2.682334, 0.000000, 0.000000, 1.545000, 0.000000, 
2.726313, 0.000000, 0.000000, 1.546000, 0.000000, 
2.441636, 0.000000, 0.000000, 1.547000, 0.000000, 
2.778371, 0.000000, 0.000000, 1.548000, 0.000000, 
2.751124, 0.000000, 0.000000, 1.549000, 0.000000, 
2.698241, 0.000000, 0.000000, 1.550000, 0.000000, 
2.686585, 0.000000, 0.000000, 1.551000, 0.000000, 
2.627575, 0.000000, 0.000000, 1.552000, 0.000000, 
2.688960, 0.000000, 0.000000, 1.553000, 0.000000, 
2.744567, 0.000000, 0.000000, 1.554000, 0.000000, 
2.588960, 0.000000, 0.000000, 1.555000, 0.000000, 
2.542693, 0.000000, 0.000000, 1.556000, 0.000000, 
2.527660, 0.000000, 0.000000, 1.557000, 0.000000, 
2.700420, 0.000000, 0.000000, 1.558000, 0.000000, 
2.678401, 0.000000, 0.000000, 1.559000, 0.000000, 
2.525223, 0.000000, 0.000000, 1.560000, 0.000000, 
2.596213, 0.000000, 0.000000, 1.561000, 0.000000, 
2.679683, 0.000000, 0.000000, 1.562000, 0.000000, 
2.444339, 0.000000, 0.000000, 1.563000, 0.000000, 
2.713344, 0.000000, 0.000000, 1.564000, 0.000000, 
2.520361, 0.000000, 0.000000, 1.565000, 0.000000, 
2.554038, 0.000000, 0.000000, 1.566000, 0.000000, 
2.532879, 0.000000, 0.000000, 1.567000, 0.000000, 
2.698108, 0.000000, 0.000000, 1.568000, 0.000000, 
2.410530, 0.000000, 0.000000, 1.569000, 0.000000, 
2.604547, 0.000000, 0.000000, 1.570000, 0.000000, 
2.582903, 0.000000, 0.000000, 1.571000, 0.000000, 
2.663811, 0.000000, 0.000000, 1.572000, 0.000000, 
2.561731, 0.000000, 0.000000, 1.573000, 0.000000, 
2.521595, 0.000000, 0.000000, 1.574000, 0.000000, 
2.510507, 0.000000, 0.000000, 1.575000, 0.000000, 
2.445050, 0.000000, 0.000000, 1.576000, 0.000000, 
2.697899, 0.000000, 0.000000, 1.577000, 0.000000, 
2.571905, 0.000000, 0.000000, 1.578000, 0.000000, 
2.808313, 0.000000, 0.000000, 1.579000, 0.000000, 
2.521243, 0.000000, 0.000000, 1.580000, 0.000000, 
2.658776, 0.000000, 0.000000, 1.581000, 0.000000, 
2.666983, 0.000000, 0.000000, 1.582000, 0.000000, 
2.409511, 0.000000, 0.000000, 1.583000, 0.000000, 
2.651567, 0.000000, 0.000000, 1.584000, 0.000000, 
2.674398, 0.000000, 0.000000, 1.585000, 0.000000, 
2.715423, 0.000000, 0.000000, 1.586000, 0.000000, 
2.663797, 0.000000, 0.000000, 1.587000, 0.000000, 
2.521568, 0.000000, 0.000000, 1.588000, 0.000000, 
2.708326, 0.000000, 0.000000, 1.589000, 0.000000, 
2.601263, 0.000000, 0.000000, 1.590000, 0.000000, 
2.608382, 0.000000, 0.000000, 1.591000, 0.000000, 
2.542317, 0.000000, 0.000000, 1.592000, 0.000000, 
2.533898, 0.000000, 0.000000, 1.593000, 0.000000, 
2.648984, 0.000000, 0.000000, 1.594000, 0.000000, 
2.765456, 0.000000, 0.000000, 1.595000, 0.000000, 
2.797752, 0.000000, 0.000000, 1.596000, 0.000000, 
2.538085, 0.000000, 0.000000, 1.597000, 0.000000, 
2.554246, 0.000000, 0.000000, 1.598000, 0.000000, 
2.555307, 0.000000, 0.000000, 1.599000, 0.000000, 
2.728307, 0.000000, 0.000000, 1.600000, 0.000000, 
2.377207, 0.000000, 0.000000, 1.601000, 0.000000, 
2.718082, 0.000000, 0.000000, 1.602000, 0.000000, 
2.675132, 0.000000, 0.000000, 1.603000, 0.000000, 
2.614593, 0.000000, 0.000000, 1.604000, 0.000000, 
2.625428, 0.000000, 0.000000, 1.605000, 0.000000, 
2.665502, 0.000000, 0.000000, 1.606000, 0.000000, 
2.572825, 0.000000, 0.000000, 1.607000, 0.000000, 
2.855666, 0.000000, 0.000000, 1.608000, 0.000000, 
2.576022, 0.000000, 0.000000, 1.609000, 0.000000, 
2.705064, 0.000000, 0.000000, 1.610000, 0.000000, 
2.573049, 0.000000, 0.000000, 1.611000, 0.000000, 
2.672046, 0.000000, 0.000000, 1.612000, 0.000000, 
2.531021, 0.000000, 0.000000, 1.613000, 0.000000, 
2.746057, 0.000000, 0.000000, 1.614000, 0.000000, 
2.690478, 0.000000, 0.000000, 1.615000, 0.000000, 
2.675851, 0.000000, 0.000000, 1.616000, 0.000000, 
2.730632, 0.000000, 0.000000, 1.617000, 0.000000, 
2.489106, 0.000000, 0.000000, 1.618000, 0.000000, 
2.649544, 0.000000, 0.000000, 1.619000, 0.000000, 
2.679916, 0.000000, 0.000000, 1.620000, 0.000000, 
2.742885, 0.000000, 0.000000, 1.621000, 0.000000, 
2.764107, 0.000000, 0.000000, 1.622000, 0.000000, 
2.654509, 0.000000, 0.000000, 1.623000, 0.000000, 
2.587875, 0.000000, 0.000000, 1.624000, 0.000000, 
2.680389, 0.000000, 0.000000, 1.625000, 0.000000, 
2.613353, 0.000000, 0.000000, 1.626000, 0.000000, 
2.691558, 0.000000, 0.000000, 1.627000, 0.000000, 
2.803328, 0.000000, 0.000000, 1.628000, 0.000000, 
2.846612, 0.000000, 0.000000, 1.629000, 0.000000, 
2.699213, 0.000000, 0.000000, 1.630000, 0.000000, 
2.633394, 0.000000, 0.000000, 1.631000, 0.000000, 
2.345664, 0.000000, 0.000000, 1.632000, 0.000000, 
2.726654, 0.000000, 0.000000, 1.633000, 0.000000, 
2.732517, 0.000000, 0.000000, 1.634000, 0.000000, 
2.375303, 0.000000, 0.000000, 1.635000, 0.000000, 
2.588593, 0.000000, 0.000000, 1.636000, 0.000000, 
2.859837, 0.000000, 0.000000, 1.637000, 0.000000, 
2.567493, 0.000000, 0.000000, 1.638000, 0.000000, 
2.739850, 0.000000, 0.000000, 1.639000, 0.000000, 
2.673951, 0.000000, 0.000000, 1.640000, 0.000000, 
2.903655, 0.000000, 0.000000, 1.641000, 0.000000, 
2.659284, 0.000000, 0.000000, 1.642000, 0.000000, 
2.701401, 0.000000, 0.000000, 1.643000, 0.000000, 
2.798370, 0.000000, 0.000000, 1.644000, 0.000000, 
2.717747, 0.000000, 0.000000, 1.645000, 0.000000, 
2.660543, 0.000000, 0.000000, 1.646000, 0.000000, 
2.580052, 0.000000, 0.000000, 1.647000, 0.000000, 
2.785577, 0.000000, 0.000000, 1.648000, 0.000000, 
2.786501, 0.000000, 0.000000, 1.649000, 0.000000, 
2.770339, 0.000000, 0.000000, 1.650000, 0.000000, 
2.876082, 0.000000, 0.000000, 1.651000, 0.000000, 
2.889478, 0.000000, 0.000000, 1.652000, 0.000000, 
2.615636, 0.000000, 0.000000, 1.653000, 0.000000, 
2.930066, 0.000000, 0.000000, 1.654000, 0.000000, 
2.777853, 0.000000, 0.000000, 1.655000, 0.000000, 
2.502597, 0.000000, 0.000000, 1.656000, 0.000000, 
2.808053, 0.000000, 0.000000, 1.657000, 0.000000, 
2.697952, 0.000000, 0.000000, 1.658000, 0.000000, 
2.792749, 0.000000, 0.000000, 1.659000, 0.000000, 
2.758514, 0.000000, 0.000000, 1.660000, 0.000000, 
2.926858, 0.000000, 0.000000, 1.661000, 0.000000, 
2.681145, 0.000000, 0.000000, 1.662000, 0.000000, 
2.811921, 0.000000, 0.000000, 1.663000, 0.000000, 
2.674909, 0.000000, 0.000000, 1.664000, 0.000000, 
2.681356, 0.000000, 0.000000, 1.665000, 0.000000, 
2.860348, 0.000000, 0.000000, 1.666000, 0.000000, 
2.790353, 0.000000, 0.000000, 1.667000, 0.000000, 
2.836843, 0.000000, 0.000000, 1.668000, 0.000000, 
2.653780, 0.000000, 0.000000, 1.669000, 0.000000, 
2.759947, 0.000000, 0.000000, 1.670000, 0.000000, 
2.728720, 0.000000, 0.000000, 1.671000, 0.000000, 
2.825051, 0.000000, 0.000000, 1.672000, 0.000000, 
2.673463, 0.000000, 0.000000, 1.673000, 0.000000, 
2.674286, 0.000000, 0.000000, 1.674000, 0.000000, 
2.674941, 0.000000, 0.000000, 1.675000, 0.000000, 
2.217335, 0.000000, 0.000000, 1.676000, 0.000000, 
2.830924, 0.000000, 0.000000, 1.677000, 0.000000, 
2.852381, 0.000000, 0.000000, 1.678000, 0.000000, 
2.830405, 0.000000, 0.000000, 1.679000, 0.000000, 
2.734284, 0.000000, 0.000000, 1.680000, 0.000000, 
2.917293, 0.000000, 0.000000, 1.681000, 0.000000, 
2.936393, 0.000000, 0.000000, 1.682000, 0.000000, 
2.756908, 0.000000, 0.000000, 1.683000, 0.000000, 
2.691381, 0.000000, 0.000000, 1.684000, 0.000000, 
2.850766, 0.000000, 0.000000, 1.685000, 0.000000, 
2.723635, 0.000000, 0.000000, 1.686000, 0.000000, 
2.890320, 0.000000, 0.000000, 1.687000, 0.000000, 
2.990269, 0.000000, 0.000000, 1.688000, 0.000000, 
2.766163, 0.000000, 0.000000, 1.689000, 0.000000, 
2.897056, 0.000000, 0.000000, 1.690000, 0.000000, 
2.758666, 0.000000, 0.000000, 1.691000, 0.000000, 
2.878175, 0.000000, 0.000000, 1.692000, 0.000000, 
2.844856, 0.000000, 0.000000, 1.693000, 0.000000, 
2.863795, 0.000000, 0.000000, 1.694000, 0.000000, 
2.839330, 0.000000, 0.000000, 1.695000, 0.000000, 
2.838654, 0.000000, 0.000000, 1.696000, 0.000000, 
3.119797, 0.000000, 0.000000, 1.697000, 0.000000, 
2.828628, 0.000000, 0.000000, 1.698000, 0.000000, 
2.695559, 0.000000, 0.000000, 1.699000, 0.000000, 
2.661046, 0.000000, 0.000000, 1.700000, 0.000000, 
2.991297, 0.000000, 0.000000, 1.701000, 0.000000, 
2.986560, 0.000000, 0.000000, 1.702000, 0.000000, 
2.807408, 0.000000, 0.000000, 1.703000, 0.000000, 
2.972717, 0.000000, 0.000000, 1.704000, 0.000000, 
3.136594, 0.000000, 0.000000, 1.705000, 0.000000, 
2.847950, 0.000000, 0.000000, 1.706000, 0.000000, 
2.720525, 0.000000, 0.000000, 1.707000, 0.000000, 
3.063307, 0.000000, 0.000000, 1.708000, 0.000000, 
2.574102, 0.000000, 0.000000, 1.709000, 0.000000, 
2.734226, 0.000000, 0.000000, 1.710000, 0.000000, 
2.940380, 0.000000, 0.000000, 1.711000, 0.000000, 
2.947166, 0.000000, 0.000000, 1.712000, 0.000000, 
2.908991, 0.000000, 0.000000, 1.713000, 0.000000, 
2.867667, 0.000000, 0.000000, 1.714000, 0.000000, 
2.762311, 0.000000, 0.000000, 1.715000, 0.000000, 
2.929926, 0.000000, 0.000000, 1.716000, 0.000000, 
2.771157, 0.000000, 0.000000, 1.717000, 0.000000, 
2.828730, 0.000000, 0.000000, 1.718000, 0.000000, 
2.689833, 0.000000, 0.000000, 1.719000, 0.000000, 
2.785484, 0.000000, 0.000000, 1.720000, 0.000000, 
2.767261, 0.000000, 0.000000, 1.721000, 0.000000, 
2.619136, 0.000000, 0.000000, 1.722000, 0.000000, 
2.691532, 0.000000, 0.000000, 1.723000, 0.000000, 
2.802432, 0.000000, 0.000000, 1.724000, 0.000000, 
2.744275, 0.000000, 0.000000, 1.725000, 0.000000, 
2.842217, 0.000000, 0.000000, 1.726000, 0.000000, 
2.930670, 0.000000, 0.000000, 1.727000, 0.000000, 
2.956199, 0.000000, 0.000000, 1.728000, 0.000000, 
2.885410, 0.000000, 0.000000, 1.729000, 0.000000, 
2.746039, 0.000000, 0.000000, 1.730000, 0.000000, 
2.814189, 0.000000, 0.000000, 1.731000, 0.000000, 
2.813997, 0.000000, 0.000000, 1.732000, 0.000000, 
2.636908, 0.000000, 0.000000, 1.733000, 0.000000, 
2.688793, 0.000000, 0.000000, 1.734000, 0.000000, 
2.816237, 0.000000, 0.000000, 1.735000, 0.000000, 
2.627626, 0.000000, 0.000000, 1.736000, 0.000000, 
2.907578, 0.000000, 0.000000, 1.737000, 0.000000, 
2.603272, 0.000000, 0.000000, 1.738000, 0.000000, 
2.995761, 0.000000, 0.000000, 1.739000, 0.000000, 
2.998113, 0.000000, 0.000000, 1.740000, 0.000000, 
2.840405, 0.000000, 0.000000, 1.741000, 0.000000, 
3.000663, 0.000000, 0.000000, 1.742000, 0.000000, 
3.112572, 0.000000, 0.000000, 1.743000, 0.000000, 
3.061229, 0.000000, 0.000000, 1.744000, 0.000000, 
3.006810, 0.000000, 0.000000, 1.745000, 0.000000, 
2.819447, 0.000000, 0.000000, 1.746000, 0.000000, 
2.460937, 0.000000, 0.000000, 1.747000, 0.000000, 
2.676154, 0.000000, 0.000000, 1.748000, 0.000000, 
3.081584, 0.000000, 0.000000, 1.749000, 0.000000, 
2.831763, 0.000000, 0.000000, 1.750000, 0.000000, 
2.849011, 0.000000, 0.000000, 1.751000, 0.000000, 
2.728231, 0.000000, 0.000000, 1.752000, 0.000000, 
2.833236, 0.000000, 0.000000, 1.753000, 0.000000, 
2.950759, 0.000000, 0.000000, 1.754000, 0.000000, 
2.945801, 0.000000, 0.000000, 1.755000, 0.000000, 
